alarm_id,alarm_cause,alarm_cause_value,alarm_description,sensor_node_id,time_stamp
f521fdd7-7242-4347-bb81-7cdcf34a4600,pulse_rate,121.0,Pulse rate is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 22:17:33.000+0000
469eefce-2744-4bcc-9678-17984bde43d7,room_temperature,15.3,Room temperature is too low,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 21:35:33.000+0000
ce7aed92-6e90-4e52-962d-8fb4c4e3ad7b,body_temperature,41.3,Temperature is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:41:35.000+0000
2c74bf00-6fa1-489f-8612-e47822813fb9,room_humidity,62.4,Room humidity is too high,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 21:11:35.000+0000
f9f7f223-da44-4594-9746-995708b9c30f,room_temperature,38.8,Room temperature is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 21:54:33.000+0000
82c74a5a-0377-4f38-96a9-0339f71fe644,room_temperature,29.9,Room temperature is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:29:33.000+0000
ff23c9db-f15b-4640-870e-9a329c661edc,body_temperature,31.3,Temperature is too low,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 21:31:35.000+0000
0c9c03e4-a695-4fd1-9066-135c92fcb224,room_humidity,64.0,Room humidity is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 20:29:33.000+0000
c8601aa0-d7b3-4523-a862-f0a60f32c22d,room_temperature,41.1,Room temperature is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 20:51:35.000+0000
78f63143-3730-4962-89a6-751f11a8c151,pulse_rate,116.0,Pulse rate is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:19:33.000+0000
ee41acf4-f397-4471-a77b-e4be8f2369a1,body_temperature,44.0,Temperature is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 20:00:33.000+0000
fb219ff7-d1fb-4b62-9545-75244efc1e31,room_temperature,16.0,Room temperature is too low,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 21:39:33.000+0000
8157a7b2-997c-4a07-9697-efcb89b509d8,pulse_rate,138.0,Pulse rate is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 21:49:33.000+0000
312432d1-203a-4a15-a5cd-19abb85432ed,room_temperature,15.9,Room temperature is too low,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 21:57:33.000+0000
5ba84eed-7c7c-41d0-88ee-6adecf44e10e,room_temperature,12.4,Room temperature is too low,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 22:00:33.000+0000
6956b37c-06bd-4b8f-9a27-de451916e765,body_temperature,30.2,Temperature is too low,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 21:46:33.000+0000
406ae0f5-c700-43fd-b267-5ac8be17ceaa,pulse_rate,129.0,Pulse rate is too high,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 20:30:33.000+0000
14fdad77-0473-48db-b7b9-28c7e483536d,room_temperature,14.1,Room temperature is too low,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:08:33.000+0000
0a70a6ae-a8b0-483a-a182-bfcbdb2cd397,room_temperature,37.6,Room temperature is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 21:53:33.000+0000
c8d98c81-2b36-4659-b9a8-3bd173e22752,pulse_rate,31.0,Pulse rate is too low,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 20:25:35.000+0000
18f1d93b-7ccb-4368-806e-683246c51331,room_temperature,30.2,Room temperature is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 21:45:33.000+0000
30b1ebab-e57d-4d4d-83fe-6e52e5300f0d,body_temperature,44.6,Temperature is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 20:32:33.000+0000
7aaa2343-3f4c-40ee-941d-6b8f379ed9ff,body_temperature,37.2,Temperature is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 22:01:35.000+0000
b1f49a24-65ca-4ed8-8bca-e7cab81bd616,body_temperature,30.1,Temperature is too low,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 21:21:33.000+0000
dae71519-b9dc-4aac-bfd0-42bcd313a19b,pulse_rate,38.0,Pulse rate is too low,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:48:35.000+0000
4b1a5fa1-5f11-4a0c-91fb-326188223b19,room_humidity,26.9,Room humidity is too low,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 20:17:35.000+0000
970a7bde-4eed-4606-9272-7792fcfa296a,room_temperature,36.8,Room temperature is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 22:00:33.000+0000
0989b160-e9b8-40fa-bbca-3a91868eef59,room_temperature,14.0,Room temperature is too low,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 20:36:35.000+0000
a29d4d68-d25a-4339-91cf-d2f6f061daf4,room_humidity,23.8,Room humidity is too low,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 19:55:35.000+0000
86c4a906-436d-44ac-bf41-5837dcf20da0,room_temperature,28.4,Room temperature is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 21:53:35.000+0000
87d01113-8ef5-42dc-b8dd-09d83137d855,pulse_rate,121.0,Pulse rate is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 21:50:35.000+0000
37532d79-2980-4ff5-b667-82e4c4b5b02d,room_temperature,26.4,Room temperature is too high,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 20:40:33.000+0000
04877054-49df-4950-99d8-46ec9eae456d,room_humidity,27.4,Room humidity is too low,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 21:33:33.000+0000
ea112ac3-362f-408f-a023-9eb80f28954a,room_temperature,15.1,Room temperature is too low,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 21:55:35.000+0000
ffcf12a0-48ab-47e5-8b51-f64a59f7e90b,room_temperature,13.2,Room temperature is too low,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 20:47:35.000+0000
9fc889bd-7eb7-436e-aa09-f00713927edd,room_humidity,24.1,Room humidity is too low,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 20:30:36.000+0000
4454938e-207d-4bfb-b91b-b9fa85220c56,room_temperature,43.9,Room temperature is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:47:35.000+0000
96acb5cb-5ffc-4ff2-bb70-0f87f6bc71fd,room_temperature,43.5,Room temperature is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:43:33.000+0000
ab5e136e-ee0c-448b-bb4c-90b4a41bcf80,room_temperature,29.4,Room temperature is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 22:22:32.000+0000
29af5618-19ed-45ef-a64d-48d6a00568b9,room_humidity,68.3,Room humidity is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:29:35.000+0000
3cc56967-0d31-4b37-a62d-65f93f31bac2,room_temperature,13.9,Room temperature is too low,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 20:11:35.000+0000
269e507f-b693-4544-9bbd-28309296bb7c,pulse_rate,134.0,Pulse rate is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 22:12:35.000+0000
f95bbacd-45a7-41a9-a2ad-948848806204,room_humidity,23.0,Room humidity is too low,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 21:06:33.000+0000
3b39461b-ecc9-47ed-892e-fa47219a2532,room_humidity,21.6,Room humidity is too low,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 21:36:33.000+0000
bab3629e-adb3-453a-949e-18f91e3e6951,room_humidity,25.7,Room humidity is too low,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 20:05:33.000+0000
f71a7ffa-7ad1-4d6a-a69a-c90e3faa6b91,room_temperature,40.8,Room temperature is too high,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 20:20:35.000+0000
2b0e7a72-46ea-4516-b74e-a9fbb15d6bf1,pulse_rate,52.0,Pulse rate is too low,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 21:30:36.000+0000
0760cb3c-a79b-437c-8e21-33d55c47b5d8,room_temperature,41.0,Room temperature is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 20:32:32.000+0000
b9ee2c2f-7311-4d94-9e3e-37eadf95ebe9,room_temperature,26.1,Room temperature is too high,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 21:36:33.000+0000
a2190c75-0b7f-47de-b73f-1cec07fba67a,body_temperature,37.5,Temperature is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 22:00:35.000+0000
d4474e0e-2934-4499-b91e-63b979b819e7,room_humidity,24.2,Room humidity is too low,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 22:04:33.000+0000
c452c860-1d37-480c-9803-f4203f3ad4f2,body_temperature,40.7,Temperature is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 21:52:35.000+0000
b82deab2-b7b0-4237-9e59-75181159357e,room_temperature,36.4,Room temperature is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 21:30:36.000+0000
6846408e-ce08-4153-9d47-d4655657f73f,room_humidity,72.4,Room humidity is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 22:01:35.000+0000
2d1cd129-c612-4314-a22e-132834eadc34,room_temperature,28.5,Room temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 20:40:33.000+0000
39707d55-1520-44fc-806c-ee2f066fe9f7,room_temperature,25.7,Room temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 22:12:33.000+0000
e2201e4f-ca7c-4a09-b14a-e1572691894a,body_temperature,39.3,Temperature is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 22:19:32.000+0000
e40344d7-91fe-4921-8c63-4a8c62d10a73,body_temperature,43.1,Temperature is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 21:36:35.000+0000
328cbeec-4879-4c3e-adb3-8320216067f1,room_temperature,17.7,Room temperature is too low,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 22:22:33.000+0000
d1f811cb-9beb-4259-bae6-abddf306c005,body_temperature,37.1,Temperature is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 20:22:35.000+0000
dc0fa4d0-3cac-44d5-ae96-97bc42c04d46,room_temperature,36.8,Room temperature is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 20:37:36.000+0000
9a7c962d-5cbc-4a4a-a8c4-b49cbc0def63,body_temperature,41.6,Temperature is too high,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 20:15:36.000+0000
305aafd7-f5e7-41fc-872c-6e97feb2e185,pulse_rate,33.0,Pulse rate is too low,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 20:17:33.000+0000
9c9fd228-d534-43e5-8972-a8b6e49f214a,pulse_rate,124.0,Pulse rate is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:37:35.000+0000
5181ce65-7fb6-45c4-8339-76180b66f2d8,pulse_rate,46.0,Pulse rate is too low,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 20:32:35.000+0000
513cc81c-864e-46b3-b16d-415927c375d0,pulse_rate,42.0,Pulse rate is too low,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 21:11:35.000+0000
ebf27c38-1321-4a16-a0be-905cfcdf4e40,pulse_rate,106.0,Pulse rate is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 20:35:33.000+0000
108a412d-4200-41af-bad5-1f67bd6b3b4a,room_humidity,77.4,Room humidity is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 21:00:32.000+0000
e76335ba-a815-49ff-bd6d-f61e2c3a13c4,body_temperature,39.6,Temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 21:45:33.000+0000
669975df-46c9-4c81-988b-f166b6464abb,room_temperature,39.4,Room temperature is too high,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 21:23:36.000+0000
5fcf5cb5-faf3-4163-bb6c-f361eb07fbbd,body_temperature,33.2,Temperature is too low,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 22:00:33.000+0000
daa705ca-9f89-4878-944e-d09a6eb6d4f0,body_temperature,37.9,Temperature is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 21:23:35.000+0000
6bcef4df-bb23-4c73-847c-2f9fbff8fff2,pulse_rate,32.0,Pulse rate is too low,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 21:57:35.000+0000
78eb66b5-bc98-44a8-8e71-6ad1672e8f0b,body_temperature,44.6,Temperature is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 21:25:36.000+0000
87a8da7c-2082-4775-9323-ab87008c563a,body_temperature,37.9,Temperature is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 20:28:35.000+0000
c81cf0f3-b5b4-48b1-b39c-99d442818cc4,room_temperature,13.5,Room temperature is too low,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 20:25:35.000+0000
a2872d90-f0f1-44aa-b7b5-dfa0e0c0e55f,room_humidity,60.8,Room humidity is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 20:39:33.000+0000
c9709bb8-77b6-433c-9f4d-f7f38a3db826,room_humidity,68.5,Room humidity is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 21:42:35.000+0000
120024f9-83e6-44ae-8a91-586ef7e700a1,body_temperature,30.8,Temperature is too low,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:55:35.000+0000
bc0b8f83-5e08-4a75-9ddb-e3ca464b7343,room_humidity,73.6,Room humidity is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 20:40:33.000+0000
e0e3af03-0ce3-4164-bd71-599439db47b6,body_temperature,42.0,Temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 21:32:33.000+0000
df9dcac7-2a71-43a8-ac28-eeb6d6dfb9ed,room_humidity,23.4,Room humidity is too low,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:56:33.000+0000
838fa7ee-0e7b-4b13-b953-965a552e9e27,body_temperature,41.0,Temperature is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 22:07:33.000+0000
a6f3556e-f67c-4b7c-9a6d-7ae67fc51818,pulse_rate,58.0,Pulse rate is too low,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:06:35.000+0000
608adf0e-946b-46ce-a9fe-22c462e09c8d,pulse_rate,50.0,Pulse rate is too low,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 21:06:35.000+0000
2e3695bd-a881-414a-adfa-645b0b359e18,pulse_rate,59.0,Pulse rate is too low,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 20:56:35.000+0000
625cbdbd-d906-4f6f-863e-8e1218bb5cb8,body_temperature,31.4,Temperature is too low,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 21:48:33.000+0000
d26d4c25-17db-4116-aeec-76cbb7a7a853,room_temperature,27.2,Room temperature is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:44:33.000+0000
5cf76e4a-953a-4f8e-bf07-4fef19acf3fc,pulse_rate,139.0,Pulse rate is too high,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 21:47:36.000+0000
9e857905-dea4-40fa-8263-3b8487e54e2a,room_temperature,37.1,Room temperature is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 21:53:35.000+0000
b4f8d309-ccd4-470d-8fe0-22c6013d9185,room_humidity,68.6,Room humidity is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 21:35:33.000+0000
ebaec94d-6a94-4421-a041-abb60cf798a0,room_temperature,12.0,Room temperature is too low,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 19:58:33.000+0000
720d1b6d-e43c-4619-ae1c-84b569694fb3,room_temperature,33.0,Room temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 20:31:33.000+0000
d7056e97-9154-4105-b9cf-9e42dc51caa4,pulse_rate,123.0,Pulse rate is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 21:29:35.000+0000
3999448b-76cd-4fb4-817e-20de83b88fbf,body_temperature,43.6,Temperature is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 21:42:35.000+0000
dcfc9f58-b33a-47c5-845a-ed7c58d8c729,room_humidity,61.7,Room humidity is too high,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 20:37:36.000+0000
567c14fa-629c-4697-b298-da8c6b5b50ef,body_temperature,45.0,Temperature is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 20:09:35.000+0000
e26b92f7-b602-41e1-af42-1813805217ec,room_humidity,29.1,Room humidity is too low,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 20:04:35.000+0000
d31edd6c-6e47-4e01-b687-422236785a96,room_temperature,38.1,Room temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 21:17:33.000+0000
f7ecca5c-1e1b-48b1-a35b-93f35bc0a7f8,pulse_rate,122.0,Pulse rate is too high,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 20:48:33.000+0000
441c09fc-51be-48ce-9d5f-f15f20bc6d35,room_temperature,42.0,Room temperature is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:53:33.000+0000
e1d3728e-cafb-4fc1-a36d-4de757126937,pulse_rate,54.0,Pulse rate is too low,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 21:27:35.000+0000
9ce0d1fd-5a87-499f-a368-c7cfd67b92b2,body_temperature,33.7,Temperature is too low,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 21:45:33.000+0000
946d2a56-5340-49af-9c7d-b91308bc60a2,room_humidity,69.9,Room humidity is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 21:26:33.000+0000
236efd6b-ac24-40ad-b4c3-dedaadababbe,room_temperature,41.7,Room temperature is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:18:35.000+0000
c82f836b-3034-4ef2-aaa3-377d5f2dc05e,room_temperature,36.0,Room temperature is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 20:22:35.000+0000
5f76b0c1-3f61-4113-be28-75110f659df0,room_humidity,78.8,Room humidity is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 20:55:36.000+0000
5dbd7e31-223e-4748-b222-8581e95206af,pulse_rate,137.0,Pulse rate is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:08:33.000+0000
4ad1e2aa-156d-42ae-aa5c-5f1cde984e02,body_temperature,41.6,Temperature is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:47:33.000+0000
ffb5707e-3dd2-4204-8463-7b9b4a545bd3,room_humidity,73.8,Room humidity is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 20:01:33.000+0000
37e3511a-147b-439c-a097-789a06ce8d4b,pulse_rate,50.0,Pulse rate is too low,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:58:35.000+0000
cc3e1429-7b15-43af-bd2a-73e5db1570b5,room_humidity,24.9,Room humidity is too low,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 21:39:33.000+0000
94ad98d5-0f23-45b6-98f2-b1e64223d5ec,room_humidity,20.1,Room humidity is too low,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 20:33:35.000+0000
657ed282-d462-430d-8a4f-b0efa00b95cb,body_temperature,34.7,Temperature is too low,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 20:38:35.000+0000
61a0c298-7410-4be3-b929-1ec5171aa575,room_temperature,26.3,Room temperature is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 22:02:35.000+0000
3fd28867-48db-4853-a234-3274127cd5a7,room_temperature,12.8,Room temperature is too low,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 21:51:36.000+0000
e0df49a4-6b3e-45ee-8f37-537103c2bb32,room_temperature,25.3,Room temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 21:46:35.000+0000
d661bf65-ec18-4530-81a3-c427908adde8,body_temperature,39.5,Temperature is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 20:49:35.000+0000
bbea8dfd-5f32-4254-98c4-c679a367c291,room_humidity,64.7,Room humidity is too high,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 21:54:33.000+0000
5247dce6-ceac-4dc8-bcd9-38fb316c2100,pulse_rate,131.0,Pulse rate is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 21:51:35.000+0000
d556ed54-6e7c-401f-ab73-3f9faeef2812,body_temperature,42.3,Temperature is too high,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 21:36:35.000+0000
e82f3733-4510-4114-8de8-a45979a24db0,room_humidity,76.8,Room humidity is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 20:36:33.000+0000
b3577215-9869-4b68-8bba-cfef17747b6f,pulse_rate,139.0,Pulse rate is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 20:02:33.000+0000
d68ff383-52dc-4268-8d81-897d7df0c6ef,body_temperature,32.4,Temperature is too low,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 21:17:36.000+0000
8fd8ebce-f8cc-4fa0-b601-abcf5452adbf,body_temperature,37.9,Temperature is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 21:27:35.000+0000
fb39c28c-e7ed-4fc9-a2bc-75fbd88345d5,pulse_rate,109.0,Pulse rate is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 20:23:35.000+0000
9e5798f6-4d38-47f4-a81e-45ad5fdf8e55,pulse_rate,31.0,Pulse rate is too low,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 21:26:33.000+0000
0597ae2f-cda6-4db0-815c-a8c252a01e0d,body_temperature,39.4,Temperature is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:02:33.000+0000
f9f9cab1-cab4-4c12-9702-5e68ee964436,pulse_rate,116.0,Pulse rate is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:37:35.000+0000
dca3cb8b-a62d-4cb3-958f-662fad829946,room_temperature,31.1,Room temperature is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 20:05:32.000+0000
cb36e6a4-4ce7-4fc3-aad6-b361f9c01266,pulse_rate,44.0,Pulse rate is too low,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 20:12:32.000+0000
77cf6474-e2b5-437d-8b37-f100bbdb87ad,body_temperature,32.6,Temperature is too low,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 20:42:36.000+0000
68b793d6-f3b6-4606-b2b1-0895d5f1e38a,room_temperature,28.2,Room temperature is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 21:17:35.000+0000
11966ff2-35e9-4481-af79-9b3eaa026f4b,body_temperature,41.6,Temperature is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 20:51:33.000+0000
15fcb1d9-4058-405b-b267-517b52ff20e0,room_temperature,16.5,Room temperature is too low,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 21:29:36.000+0000
9c4a8056-dcf1-4385-938a-29a6fedd89d9,room_humidity,78.6,Room humidity is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 20:18:33.000+0000
5cc23ed3-25a3-4a1d-b21b-3232db73577e,room_temperature,31.2,Room temperature is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 20:21:36.000+0000
a2b45041-236e-43e7-b616-421123581f72,body_temperature,32.1,Temperature is too low,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 21:46:35.000+0000
46b0ca31-b520-4076-a604-74e82e1226ae,body_temperature,44.9,Temperature is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:56:33.000+0000
9df4891a-ae12-4eb8-8564-fff38a9fb46f,room_temperature,16.9,Room temperature is too low,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 20:00:33.000+0000
